accession	full_path
GCA_018688675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/688/675/GCA_018688675.1_C.illinoinensisLakota_v1//GCA_018688675.1_C.illinoinensisLakota_v1_genomic.gff.gz
GCA_018689175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/689/175/GCA_018689175.1_C.illinoinensisElliott_v1//GCA_018689175.1_C.illinoinensisElliott_v1_genomic.gff.gz
GCF_021464435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/464/435/GCF_021464435.1_ULB_Chis1_1.0/GCF_021464435.1_ULB_Chis1_1.0_genomic.gff.gz
GCA_024505715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/505/715/GCA_024505715.1_ASM2450571v1//GCA_024505715.1_ASM2450571v1_genomic.gff.gz
GCF_009819885.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/885/GCF_009819885.2_bCatUst1.pri.v2/GCF_009819885.2_bCatUst1.pri.v2_genomic.gff.gz
GCA_030169165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/169/165/GCA_030169165.1_ASM3016916v1//GCA_030169165.1_ASM3016916v1_genomic.gff.gz
GCF_030273125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/273/125/GCF_030273125.1_C.striata_1.0/GCF_030273125.1_C.striata_1.0_genomic.gff.gz
GCA_016906575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/575/GCA_016906575.1_ASM1690657v1//GCA_016906575.1_ASM1690657v1_genomic.gff.gz
GCA_016906555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/555/GCA_016906555.1_ASM1690655v1//GCA_016906555.1_ASM1690655v1_genomic.gff.gz
GCA_014871385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/871/385/GCA_014871385.1_CpurpureusR40_1_0//GCA_014871385.1_CpurpureusR40_1_0_genomic.gff.gz
GCA_014871845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/871/845/GCA_014871845.1_CpurpureusGG1_1_0//GCA_014871845.1_CpurpureusGG1_1_0_genomic.gff.gz
GCA_020310875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/310/875/GCA_020310875.1_C.richardii_v2//GCA_020310875.1_C.richardii_v2_genomic.gff.gz
GCF_033473495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/473/495/GCF_033473495.1_ASM3347349v1//GCF_033473495.1_ASM3347349v1_genomic.gff.gz
GCF_002742065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/065/GCF_002742065.1_CB0940_V2//GCF_002742065.1_CB0940_V2_genomic.gff.gz
GCA_002742065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/742/065/GCA_002742065.1_CB0940_V2//GCA_002742065.1_CB0940_V2_genomic.gff.gz
GCA_033473495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/473/495/GCA_033473495.1_ASM3347349v1//GCA_033473495.1_ASM3347349v1_genomic.gff.gz
GCA_963585935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/585/935/GCA_963585935.1_CBHEV-1_hq-v2_chromosomes//GCA_963585935.1_CBHEV-1_hq-v2_chromosomes_genomic.gff.gz
GCF_019320065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/320/065/GCF_019320065.1_ASM1932006v1/GCF_019320065.1_ASM1932006v1_genomic.gff.gz
GCF_910594005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/910/594/005/GCF_910594005.1_mCerEla1.1/GCF_910594005.1_mCerEla1.1_genomic.gff.gz
GCA_002197005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/005/GCA_002197005.1_CerEla1.0//GCA_002197005.1_CerEla1.0_genomic.gff.gz
GCA_010411085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/411/085/GCA_010411085.1_CEY_v1//GCA_010411085.1_CEY_v1_genomic.gff.gz
GCA_917834065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/917/834/065/GCA_917834065.1_PGI_CEUTPL_v4//GCA_917834065.1_PGI_CEUTPL_v4_genomic.gff.gz
GCA_023974075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/974/075/GCA_023974075.1_KU_Ca_2.0//GCA_023974075.1_KU_Ca_2.0_genomic.gff.gz
GCA_036324585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/324/585/GCA_036324585.1_JC_Ceso_ftc_fv8//GCA_036324585.1_JC_Ceso_ftc_fv8_genomic.gff.gz
GCA_036324595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/324/595/GCA_036324595.1_JC_Cgun_ftc_fv8//GCA_036324595.1_JC_Cgun_ftc_fv8_genomic.gff.gz
GCF_033026475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/026/475/GCF_033026475.1_Channa_argus_male_v1.0/GCF_033026475.1_Channa_argus_male_v1.0_genomic.gff.gz
GCA_004786185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/786/185/GCA_004786185.1_ASM478618v1//GCA_004786185.1_ASM478618v1_genomic.gff.gz
GCA_033026475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/026/475/GCA_033026475.1_Channa_argus_male_v1.0//GCA_033026475.1_Channa_argus_male_v1.0_genomic.gff.gz
GCA_033026295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/026/295/GCA_033026295.1_C.striata_1.0//GCA_033026295.1_C.striata_1.0_genomic.gff.gz
GCF_024489055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/489/055/GCF_024489055.1_ASM2448905v1/GCF_024489055.1_ASM2448905v1_genomic.gff.gz
GCF_902362185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/362/185/GCF_902362185.1_fChaCha1.1/GCF_902362185.1_fChaCha1.1_genomic.gff.gz
GCF_018320785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/320/785/GCF_018320785.1_ASM1832078v1/GCF_018320785.1_ASM1832078v1_genomic.gff.gz
GCF_017976325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/976/325/GCF_017976325.1_fCheRos1.pri/GCF_017976325.1_fCheRos1.pri_genomic.gff.gz
GCF_015237465.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/237/465/GCF_015237465.2_rCheMyd1.pri.v2/GCF_015237465.2_rCheMyd1.pri.v2_genomic.gff.gz
GCF_026875155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/875/155/GCF_026875155.1_ASM2687515v2/GCF_026875155.1_ASM2687515v2_genomic.gff.gz
GCA_038502225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/502/225/GCA_038502225.1_ASM3850222v1//GCA_038502225.1_ASM3850222v1_genomic.gff.gz
GCA_902850365.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/850/365/GCA_902850365.2_PGI_CHILSU_V6//GCA_902850365.2_PGI_CHILSU_V6_genomic.gff.gz
GCF_004010195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/195/GCF_004010195.1_ASM401019v2/GCF_004010195.1_ASM401019v2_genomic.gff.gz
GCF_950005125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/950/005/125/GCF_950005125.1_mChiNiv1.1/GCF_950005125.1_mChiNiv1.1_genomic.gff.gz
GCA_917627325.4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/917/627/325/GCA_917627325.4_PGI_CHIRRI_v4//GCA_917627325.4_PGI_CHIRRI_v4_genomic.gff.gz
GCF_009829145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/145/GCF_009829145.1_bChiLan1.pri/GCF_009829145.1_bChiLan1.pri_genomic.gff.gz
GCF_000002595.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/595/GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5//GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5_genomic.gff.gz
GCA_000002595.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/595/GCA_000002595.3_Chlamydomonas_reinhardtii_v5.5//GCA_000002595.3_Chlamydomonas_reinhardtii_v5.5_genomic.gff.gz
GCF_000409795.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/795/GCF_000409795.2_Chlorocebus_sabeus_1.1/GCF_000409795.2_Chlorocebus_sabeus_1.1_genomic.gff.gz
GCA_023205875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/205/875/GCA_023205875.1_ASM2320587v1//GCA_023205875.1_ASM2320587v1_genomic.gff.gz
GCA_007859695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/859/695/GCA_007859695.1_ASM785969v1//GCA_007859695.1_ASM785969v1_genomic.gff.gz
GCA_038396805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/396/805/GCA_038396805.1_Version_1//GCA_038396805.1_Version_1_genomic.gff.gz
GCF_015220235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/235/GCF_015220235.1_mChoDid1.pri/GCF_015220235.1_mChoDid1.pri_genomic.gff.gz
GCA_025370935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/370/935/GCA_025370935.1_NRCan_CFum_1//GCA_025370935.1_NRCan_CFum_1_genomic.gff.gz
GCF_963924245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/245/GCF_963924245.1_bChrRid1.1/GCF_963924245.1_bChrRid1.1_genomic.gff.gz
GCA_000286095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/095/GCA_000286095.1_ASM28609v1//GCA_000286095.1_ASM28609v1_genomic.gff.gz
GCF_011386835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/386/835/GCF_011386835.1_ASM1138683v2/GCF_011386835.1_ASM1138683v2_genomic.gff.gz
GCF_000241765.5	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/241/765/GCF_000241765.5_Chrysemys_picta_BioNano-3.0.4//GCF_000241765.5_Chrysemys_picta_BioNano-3.0.4_genomic.gff.gz
GCA_903961255.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/961/255/GCA_903961255.1_PGI_CINC_v6//GCA_903961255.1_PGI_CINC_v6_genomic.gff.gz
GCF_905475395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/475/395/GCF_905475395.1_inChrCarn1.1/GCF_905475395.1_inChrCarn1.1_genomic.gff.gz
GCF_000331145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.1_ASM33114v1/GCF_000331145.1_ASM33114v1_genomic.gff.gz
GCA_023376185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/376/185/GCA_023376185.1_v1//GCA_023376185.1_v1_genomic.gff.gz
GCA_023525715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/525/715/GCA_023525715.1_ASM2352571v1//GCA_023525715.1_ASM2352571v1_genomic.gff.gz
GCF_963662255.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/662/255/GCF_963662255.1_bCinCin1.1/GCF_963662255.1_bCinCin1.1_genomic.gff.gz
GCF_000224145.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/145/GCF_000224145.3_KH/GCF_000224145.3_KH_genomic.gff.gz
GCA_033026305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/026/305/GCA_033026305.1_C_molitorella_v1.0//GCA_033026305.1_C_molitorella_v1.0_genomic.gff.gz
GCA_040955965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/955/965/GCA_040955965.1_ASM4095596v1//GCA_040955965.1_ASM4095596v1_genomic.gff.gz
GCA_036247105.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/247/105/GCA_036247105.2_ASM3624710v2//GCA_036247105.2_ASM3624710v2_genomic.gff.gz
GCA_963978565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/978/565/GCA_963978565.1_Citrullus_colocynthis.asm-v1//GCA_963978565.1_Citrullus_colocynthis.asm-v1_genomic.gff.gz
GCF_022201045.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/201/045/GCF_022201045.2_DVS_A1.0/GCF_022201045.2_DVS_A1.0_genomic.gff.gz
GCF_000317415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/415/GCF_000317415.1_Csi_valencia_1.0/GCF_000317415.1_Csi_valencia_1.0_genomic.gff.gz
GCA_022201045.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/201/045/GCA_022201045.1_DVS_A1.0//GCA_022201045.1_DVS_A1.0_genomic.gff.gz
GCA_022201065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/201/065/GCA_022201065.1_DVS_B1.0//GCA_022201065.1_DVS_B1.0_genomic.gff.gz
GCA_039657385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/657/385/GCA_039657385.1_ASM3965738v1//GCA_039657385.1_ASM3965738v1_genomic.gff.gz
GCA_039657395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/657/395/GCA_039657395.1_ASM3965739v1//GCA_039657395.1_ASM3965739v1_genomic.gff.gz
GCA_036429605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/429/605/GCA_036429605.1_ASM3642960v1//GCA_036429605.1_ASM3642960v1_genomic.gff.gz
GCF_024256425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/256/425/GCF_024256425.1_CGAR_prim_01v2/GCF_024256425.1_CGAR_prim_01v2_genomic.gff.gz
GCA_009498055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/055/GCA_009498055.1_ASM949805v1//GCA_009498055.1_ASM949805v1_genomic.gff.gz
GCA_009498075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/075/GCA_009498075.1_ASM949807v1//GCA_009498075.1_ASM949807v1_genomic.gff.gz
GCA_009498095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/095/GCA_009498095.1_ASM949809v1//GCA_009498095.1_ASM949809v1_genomic.gff.gz
GCA_009498115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/115/GCA_009498115.1_ASM949811v1//GCA_009498115.1_ASM949811v1_genomic.gff.gz
GCA_009498135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/135/GCA_009498135.1_ASM949813v1//GCA_009498135.1_ASM949813v1_genomic.gff.gz
GCA_037962975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/962/975/GCA_037962975.1_Cter_1//GCA_037962975.1_Cter_1_genomic.gff.gz
GCF_949628265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/628/265/GCF_949628265.1_ieCloDipt1.1/GCF_949628265.1_ieCloDipt1.1_genomic.gff.gz
GCA_003604175.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/604/175/GCA_003604175.2_CSKR.v2//GCA_003604175.2_CSKR.v2_genomic.gff.gz
GCF_900700415.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/700/415/GCF_900700415.2_Ch_v2.0.2/GCF_900700415.2_Ch_v2.0.2_genomic.gff.gz
GCF_018416015.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/416/015/GCF_018416015.2_ASM1841601v2//GCF_018416015.2_ASM1841601v2_genomic.gff.gz
GCA_018416015.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/416/015/GCA_018416015.2_ASM1841601v2//GCA_018416015.2_ASM1841601v2_genomic.gff.gz
GCF_907165205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/165/205/GCF_907165205.1_icCocSept1.1/GCF_907165205.1_icCocSept1.1_genomic.gff.gz
GCA_020887355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/887/355/GCA_020887355.1_COCOBI_1.0//GCA_020887355.1_COCOBI_1.0_genomic.gff.gz
GCA_008124465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/124/465/GCA_008124465.1_ASM812446v1//GCA_008124465.1_ASM812446v1_genomic.gff.gz
GCF_003713225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/713/225/GCF_003713225.1_Cara_1.0/GCF_003713225.1_Cara_1.0_genomic.gff.gz
GCA_900059795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/059/795/GCA_900059795.1_AUK_PRJEB4211_v1//GCA_900059795.1_AUK_PRJEB4211_v1_genomic.gff.gz
GCF_003713205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/713/205/GCF_003713205.1_Ceug_1.0/GCF_003713205.1_Ceug_1.0_genomic.gff.gz
GCA_042479465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/479/465/GCA_042479465.1_ASM4247946v1//GCA_042479465.1_ASM4247946v1_genomic.gff.gz
GCF_905220415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/220/415/GCF_905220415.1_ilColCroc2.1/GCF_905220415.1_ilColCroc2.1_genomic.gff.gz
GCF_028858725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/725/GCF_028858725.1_bColStr4.1.hap1/GCF_028858725.1_bColStr4.1.hap1_genomic.gff.gz
GCF_034447905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/447/905/GCF_034447905.1_ASM3444790v1//GCF_034447905.1_ASM3444790v1_genomic.gff.gz
GCA_034447905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/447/905/GCA_034447905.1_ASM3444790v1//GCA_034447905.1_ASM3444790v1_genomic.gff.gz
GCA_029226625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/226/625/GCA_029226625.1_ASM2922662v1//GCA_029226625.1_ASM2922662v1_genomic.gff.gz
GCF_001672515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/515/GCF_001672515.1_ASM167251v1//GCF_001672515.1_ASM167251v1_genomic.gff.gz
GCA_001672515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/672/515/GCA_001672515.1_ASM167251v1//GCA_001672515.1_ASM167251v1_genomic.gff.gz
GCF_023278565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/278/565/GCF_023278565.1_ASM2327856v1//GCF_023278565.1_ASM2327856v1_genomic.gff.gz
GCA_023278565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/278/565/GCA_023278565.1_ASM2327856v1//GCA_023278565.1_ASM2327856v1_genomic.gff.gz
GCA_004119915.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/119/915/GCA_004119915.2_ASM411991v2//GCA_004119915.2_ASM411991v2_genomic.gff.gz
GCF_033807715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/807/715/GCF_033807715.1_fColSai1.1/GCF_033807715.1_fColSai1.1_genomic.gff.gz
GCF_036013475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/013/475/GCF_036013475.1_bColLiv1.pat.W.v2/GCF_036013475.1_bColLiv1.pat.W.v2_genomic.gff.gz
GCF_963514075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/514/075/GCF_963514075.1_fConCon1.1/GCF_963514075.1_fConCon1.1_genomic.gff.gz
GCA_029692045.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/692/045/GCA_029692045.1_COCON_1.0//GCA_029692045.1_COCON_1.0_genomic.gff.gz
GCA_015680905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/680/905/GCA_015680905.1_ASM1568090v1//GCA_015680905.1_ASM1568090v1_genomic.gff.gz
GCA_008080495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/080/495/GCA_008080495.1_ASM808049v1//GCA_008080495.1_ASM808049v1_genomic.gff.gz
GCA_030710605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/710/605/GCA_030710605.1_ASM3071060v1//GCA_030710605.1_ASM3071060v1_genomic.gff.gz
GCF_020615455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/615/455/GCF_020615455.1_ASM2061545v1/GCF_020615455.1_ASM2061545v1_genomic.gff.gz
GCF_018398675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/398/675/GCF_018398675.1_ASM1839867v1/GCF_018398675.1_ASM1839867v1_genomic.gff.gz
GCA_902810595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/810/595/GCA_902810595.1_AWG_v2//GCA_902810595.1_AWG_v2_genomic.gff.gz
GCA_036851935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/851/935/GCA_036851935.1_J4Q44_1.1//GCA_036851935.1_J4Q44_1.1_genomic.gff.gz
GCF_963422355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/422/355/GCF_963422355.1_ooCorCand1.1/GCF_963422355.1_ooCorCand1.1_genomic.gff.gz
GCF_000738735.6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/735/GCF_000738735.6_ASM73873v6//GCF_000738735.6_ASM73873v6_genomic.gff.gz
GCF_020740725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/725/GCF_020740725.1_bCorHaw1.pri.cur/GCF_020740725.1_bCorHaw1.pri.cur_genomic.gff.gz
GCF_009650955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/955/GCF_009650955.1_bCorMon1.pri/GCF_009650955.1_bCorMon1.pri_genomic.gff.gz
GCF_901000735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/000/735/GCF_901000735.1_CavTom2PMs-1.0/GCF_901000735.1_CavTom2PMs-1.0_genomic.gff.gz
GCA_014858505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/858/505/GCA_014858505.1_Ccitriodora_v2_1//GCA_014858505.1_Ccitriodora_v2_1_genomic.gff.gz
GCF_030265065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/265/065/GCF_030265065.1_ASM3026506v1/GCF_030265065.1_ASM3026506v1_genomic.gff.gz
GCF_020080835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/080/835/GCF_020080835.1_MPM_Cglom_v2.3/GCF_020080835.1_MPM_Cglom_v2.3_genomic.gff.gz
GCA_020080835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/080/835/GCA_020080835.1_MPM_Cglom_v2.3//GCA_020080835.1_MPM_Cglom_v2.3_genomic.gff.gz
GCF_900634415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/634/415/GCF_900634415.1_fCotGob3.1/GCF_900634415.1_fCotGob3.1_genomic.gff.gz
GCF_001577835.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/835/GCF_001577835.2_Coturnix_japonica_2.1/GCF_001577835.2_Coturnix_japonica_2.1_genomic.gff.gz
GCF_002022765.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/765/GCF_002022765.2_C_virginica-3.0/GCF_002022765.2_C_virginica-3.0_genomic.gff.gz
GCF_003668045.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/045/GCF_003668045.3_CriGri-PICRH-1.0/GCF_003668045.3_CriGri-PICRH-1.0_genomic.gff.gz
GCA_037953625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/953/625/GCA_037953625.1_Cpal_1//GCA_037953625.1_Cpal_1_genomic.gff.gz
GCA_039797435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/797/435/GCA_039797435.1_Cadamanteus_3dDNAHiC_1.2//GCA_039797435.1_Cadamanteus_3dDNAHiC_1.2_genomic.gff.gz
GCF_000836335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/335/GCF_000836335.1_ASM83633v2//GCF_000836335.1_ASM83633v2_genomic.gff.gz
GCA_000836335.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/335/GCA_000836335.2_ASM83633v2//GCA_000836335.2_ASM83633v2_genomic.gff.gz
GCF_036417295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/417/295/GCF_036417295.1_ASM3641729v1//GCF_036417295.1_ASM3641729v1_genomic.gff.gz
GCA_036417295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/417/295/GCA_036417295.1_ASM3641729v1//GCA_036417295.1_ASM3641729v1_genomic.gff.gz
GCA_001720245.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/245/GCA_001720245.2_ASM172024v2//GCA_001720245.2_ASM172024v2_genomic.gff.gz
GCF_001720195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/195/GCF_001720195.1_ASM172019v2//GCF_001720195.1_ASM172019v2_genomic.gff.gz
GCA_001720195.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/195/GCA_001720195.2_ASM172019v2//GCA_001720195.2_ASM172019v2_genomic.gff.gz
GCF_002954075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/954/075/GCF_002954075.1_C._deuterogattii_R265_chr//GCF_002954075.1_C._deuterogattii_R265_chr_genomic.gff.gz
GCA_002954075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/954/075/GCA_002954075.1_C._deuterogattii_R265_chr//GCA_002954075.1_C._deuterogattii_R265_chr_genomic.gff.gz
GCA_036428525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/428/525/GCA_036428525.1_ASM3642852v1//GCA_036428525.1_ASM3642852v1_genomic.gff.gz
GCA_009650685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/685/GCA_009650685.1_Cryp_gatt_MF34//GCA_009650685.1_Cryp_gatt_MF34_genomic.gff.gz
GCF_000185945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/945/GCF_000185945.1_ASM18594v1//GCF_000185945.1_ASM18594v1_genomic.gff.gz
GCA_000185945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/945/GCA_000185945.1_ASM18594v1//GCA_000185945.1_ASM18594v1_genomic.gff.gz
GCA_022832995.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/832/995/GCA_022832995.1_ASM2283299v1//GCA_022832995.1_ASM2283299v1_genomic.gff.gz
GCA_002216725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/725/GCA_002216725.1_ASM221672v1//GCA_002216725.1_ASM221672v1_genomic.gff.gz
GCF_000149245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/245/GCF_000149245.1_CNA3//GCF_000149245.1_CNA3_genomic.gff.gz
GCA_000149245.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/245/GCA_000149245.3_CNA3//GCA_000149245.3_CNA3_genomic.gff.gz
