accession	full_path
GCF_029542925.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/542/925/GCF_029542925.1_ASM2954292v1//GCF_029542925.1_ASM2954292v1_genomic.gff.gz
GCA_029542925.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/542/925/GCA_029542925.1_ASM2954292v1//GCA_029542925.1_ASM2954292v1_genomic.gff.gz
GCA_029542965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/542/965/GCA_029542965.1_ASM2954296v1//GCA_029542965.1_ASM2954296v1_genomic.gff.gz
GCF_030247185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/247/185/GCF_030247185.1_Malgen_1.1/GCF_030247185.1_Malgen_1.1_genomic.gff.gz
GCF_002114115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/115/GCF_002114115.1_ASM211411v1/GCF_002114115.1_ASM211411v1_genomic.gff.gz
GCF_000148765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/765/GCF_000148765.1_MalDomGD1.0//GCF_000148765.1_MalDomGD1.0_genomic.gff.gz
GCA_004115385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/385/GCA_004115385.1_ASM411538v1//GCA_004115385.1_ASM411538v1_genomic.gff.gz
GCF_916048215.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/916/048/215/GCF_916048215.2_drMalSylv7.2/GCF_916048215.2_drMalSylv7.2_genomic.gff.gz
GCF_014839805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/839/805/GCF_014839805.1_JHU_Msex_v1.0/GCF_014839805.1_JHU_Msex_v1.0_genomic.gff.gz
GCF_011075055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/075/055/GCF_011075055.1_CATAS_Mindica_2.1/GCF_011075055.1_CATAS_Mindica_2.1_genomic.gff.gz
GCF_001659605.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/605/GCF_001659605.2_M.esculenta_v8/GCF_001659605.2_M.esculenta_v8_genomic.gff.gz
GCA_001659605.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/605/GCA_001659605.2_M.esculenta_v8//GCA_001659605.2_M.esculenta_v8_genomic.gff.gz
GCF_902806685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/806/685/GCF_902806685.1_iAphHyp1.1/GCF_902806685.1_iAphHyp1.1_genomic.gff.gz
GCF_905333055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/333/055/GCF_905333055.1_ilManJurt1.1/GCF_905333055.1_ilManJurt1.1_genomic.gff.gz
GCF_030020395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/395/GCF_030020395.1_mManPen7.hap1/GCF_030020395.1_mManPen7.hap1_genomic.gff.gz
GCF_018924745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/924/745/GCF_018924745.1_UU_Maror_2//GCF_018924745.1_UU_Maror_2_genomic.gff.gz
GCA_018924745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/924/745/GCA_018924745.1_UU_Maror_2//GCA_018924745.1_UU_Maror_2_genomic.gff.gz
GCA_037833965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/833/965/GCA_037833965.1_MpTak2_v7.1//GCA_037833965.1_MpTak2_v7.1_genomic.gff.gz
GCA_037833805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/833/805/GCA_037833805.1_MpTak1_v7.1//GCA_037833805.1_MpTak1_v7.1_genomic.gff.gz
GCA_039105155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/105/155/GCA_039105155.1_MpTak_v7.1//GCA_039105155.1_MpTak_v7.1_genomic.gff.gz
GCF_900324485.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/324/485/GCF_900324485.2_fMasArm1.2/GCF_900324485.2_fMasArm1.2_genomic.gff.gz
GCF_008632895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/632/895/GCF_008632895.1_UCSF_Mcou_1/GCF_008632895.1_UCSF_Mcou_1_genomic.gff.gz
GCF_020497125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/497/125/GCF_020497125.1_ASM2049712v1/GCF_020497125.1_ASM2049712v1_genomic.gff.gz
GCA_020497125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/497/125/GCA_020497125.1_ASM2049712v1//GCA_020497125.1_ASM2049712v1_genomic.gff.gz
GCF_016161935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/161/935/GCF_016161935.1_ASM1616193v1/GCF_016161935.1_ASM1616193v1_genomic.gff.gz
GCF_000238955.4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/955/GCF_000238955.4_M_zebra_UMD2a/GCF_000238955.4_M_zebra_UMD2a_genomic.gff.gz
GCF_003473485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/473/485/GCF_003473485.1_MtrunA17r5.0-ANR/GCF_003473485.1_MtrunA17r5.0-ANR_genomic.gff.gz
GCF_000219495.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/495/GCF_000219495.3_MedtrA17_4.0/GCF_000219495.3_MedtrA17_4.0_genomic.gff.gz
GCA_000219495.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/495/GCA_000219495.2_MedtrA17_4.0//GCA_000219495.2_MedtrA17_4.0_genomic.gff.gz
GCA_003473485.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/473/485/GCA_003473485.2_MtrunA17r5.0-ANR//GCA_003473485.2_MtrunA17r5.0-ANR_genomic.gff.gz
GCF_018812025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.gff.gz
GCA_019176425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/176/425/GCA_019176425.1_MATL_1.0//GCA_019176425.1_MATL_1.0_genomic.gff.gz
GCF_013368585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/368/585/GCF_013368585.1_fMegCyp1.pri/GCF_013368585.1_fMegCyp1.pri_genomic.gff.gz
GCA_026979955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/979/955/GCA_026979955.1_Mus_1.0//GCA_026979955.1_Mus_1.0_genomic.gff.gz
GCF_017639745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/745/GCF_017639745.1_fMelBoe1.pri/GCF_017639745.1_fMelBoe1.pri_genomic.gff.gz
GCA_023653495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/653/495/GCA_023653495.1_Mcan_v2//GCA_023653495.1_Mcan_v2_genomic.gff.gz
GCF_000146605.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/605/GCF_000146605.3_Turkey_5.1/GCF_000146605.3_Turkey_5.1_genomic.gff.gz
GCF_922984935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/922/984/935/GCF_922984935.1_mMelMel3.1_paternal_haplotype/GCF_922984935.1_mMelMel3.1_paternal_haplotype_genomic.gff.gz
GCA_028052125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/052/125/GCA_028052125.1_Melaze_AO_1.1//GCA_028052125.1_Melaze_AO_1.1_genomic.gff.gz
GCF_905220565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/220/565/GCF_905220565.1_ilMelCinx1.1/GCF_905220565.1_ilMelCinx1.1_genomic.gff.gz
GCF_012275295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/275/295/GCF_012275295.1_bMelUnd1.mat.Z/GCF_012275295.1_bMelUnd1.mat.Z_genomic.gff.gz
GCF_028018845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/018/845/GCF_028018845.1_bMelGeo1.pri/GCF_028018845.1_bMelGeo1.pri_genomic.gff.gz
GCF_035770615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/770/615/GCF_035770615.1_bMelMel2.pri/GCF_035770615.1_bMelMel2.pri_genomic.gff.gz
GCA_040285465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/285/465/GCA_040285465.1_Mgal_1.0//GCA_040285465.1_Mgal_1.0_genomic.gff.gz
GCF_021730395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/730/395/GCF_021730395.1_MADL_Memer_1/GCF_021730395.1_MADL_Memer_1_genomic.gff.gz
GCF_014805675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/675/GCF_014805675.1_ASM1480567v1.1/GCF_014805675.1_ASM1480567v1.1_genomic.gff.gz
GCF_937616625.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/616/625/GCF_937616625.2_ddMerAnnu1.2/GCF_937616625.2_ddMerAnnu1.2_genomic.gff.gz
GCF_030254825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/825/GCF_030254825.1_Bangor_MerUng_6.1/GCF_030254825.1_Bangor_MerUng_6.1_genomic.gff.gz
GCA_964260605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/260/605/GCA_964260605.1_mermerasm//GCA_964260605.1_mermerasm_genomic.gff.gz
GCF_025265405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/265/405/GCF_025265405.1_mMesDen1_primary_haplotype/GCF_025265405.1_mMesDen1_primary_haplotype_genomic.gff.gz
GCF_013426205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/426/205/GCF_013426205.1_ASM1342620v1//GCF_013426205.1_ASM1342620v1_genomic.gff.gz
GCA_013426205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/426/205/GCA_013426205.1_ASM1342620v1//GCA_013426205.1_ASM1342620v1_genomic.gff.gz
GCF_019925205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/925/205/GCF_019925205.1_ASM1992520v1/GCF_019925205.1_ASM1992520v1_genomic.gff.gz
GCA_004217705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/217/705/GCA_004217705.1_ASM421770v1//GCA_004217705.1_ASM421770v1_genomic.gff.gz
GCF_901765095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/765/095/GCF_901765095.1_aMicUni1.1/GCF_901765095.1_aMicUni1.1_genomic.gff.gz
GCF_000165445.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/445/GCF_000165445.2_Mmur_3.0/GCF_000165445.2_Mmur_3.0_genomic.gff.gz
GCF_000090985.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/985/GCF_000090985.2_ASM9098v2//GCF_000090985.2_ASM9098v2_genomic.gff.gz
GCA_000090985.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/090/985/GCA_000090985.2_ASM9098v2//GCA_000090985.2_ASM9098v2_genomic.gff.gz
GCF_026212275.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/212/275/GCF_026212275.2_iyMicDemo2.1a/GCF_026212275.2_iyMicDemo2.1a_genomic.gff.gz
GCF_029852145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/852/145/GCF_029852145.1_iyMicMedi2.1/GCF_029852145.1_iyMicMedi2.1_genomic.gff.gz
GCF_021292245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/292/245/GCF_021292245.1_ASM2129224v1/GCF_021292245.1_ASM2129224v1_genomic.gff.gz
GCF_000317375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/375/GCF_000317375.1_MicOch1.0/GCF_000317375.1_MicOch1.0_genomic.gff.gz
GCA_009363875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/875/GCA_009363875.1_ASM936387v1//GCA_009363875.1_ASM936387v1_genomic.gff.gz
GCA_000315895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/895/GCA_000315895.1_ASM31589v1//GCA_000315895.1_ASM31589v1_genomic.gff.gz
GCF_021288785.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/288/785/GCF_021288785.2_ASM2128878v3/GCF_021288785.2_ASM2128878v3_genomic.gff.gz
GCF_019320115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/320/115/GCF_019320115.1_ASM1932011v1/GCF_019320115.1_ASM1932011v1_genomic.gff.gz
GCF_027580225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.gff.gz
GCF_963921235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/921/235/GCF_963921235.1_sMobHyp1.1/GCF_963921235.1_sMobHyp1.1_genomic.gff.gz
GCF_037042795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/042/795/GCF_037042795.1_BPBGC_Maene_1.0/GCF_037042795.1_BPBGC_Maene_1.0_genomic.gff.gz
GCF_012460135.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/460/135/GCF_012460135.2_BPBGC_Mater_1.1/GCF_012460135.2_BPBGC_Mater_1.1_genomic.gff.gz
GCA_025999795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/999/795/GCA_025999795.1_ASM2599979v1//GCA_025999795.1_ASM2599979v1_genomic.gff.gz
GCA_017357885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/885/GCA_017357885.1_ASM1735788v1//GCA_017357885.1_ASM1735788v1_genomic.gff.gz
GCF_027887165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri/GCF_027887165.1_mMonDom1.pri_genomic.gff.gz
GCF_000002295.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/295/GCF_000002295.2_MonDom5/GCF_000002295.2_MonDom5_genomic.gff.gz
GCF_013373865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/373/865/GCF_013373865.1_ASM1337386v2/GCF_013373865.1_ASM1337386v2_genomic.gff.gz
GCF_036669925.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/669/925/GCF_036669925.1_ASM3666992v2/GCF_036669925.1_ASM3666992v2_genomic.gff.gz
GCF_036669935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/669/935/GCF_036669935.1_ASM3666993v2/GCF_036669935.1_ASM3666993v2_genomic.gff.gz
GCA_003952965.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/965/GCA_003952965.2_Mru_ZJU_2//GCA_003952965.2_Mru_ZJU_2_genomic.gff.gz
GCF_015832195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/832/195/GCF_015832195.1_Motacilla_alba_V1.0_pri/GCF_015832195.1_Motacilla_alba_V1.0_pri_genomic.gff.gz
GCF_022458985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/458/985/GCF_022458985.1_CIBA_Mcephalus_1.1/GCF_022458985.1_CIBA_Mcephalus_1.1_genomic.gff.gz
GCA_038363315.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/363/315/GCA_038363315.1_ASM3836331v1//GCA_038363315.1_ASM3836331v1_genomic.gff.gz
GCA_008782695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/782/695/GCA_008782695.1_UCB_Mmun_1.0//GCA_008782695.1_UCB_Mmun_1.0_genomic.gff.gz
GCF_963930625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/930/625/GCF_963930625.1_mMunRee1.1/GCF_963930625.1_mMunRee1.1_genomic.gff.gz
GCA_008787405.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/787/405/GCA_008787405.2_UCB_Mree_1.1//GCA_008787405.2_UCB_Mree_1.1_genomic.gff.gz
GCA_027704905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/704/905/GCA_027704905.1_KU_S4//GCA_027704905.1_KU_S4_genomic.gff.gz
GCF_900094665.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/665/GCF_900094665.2_CAROLI_EIJ_v1.1//GCF_900094665.2_CAROLI_EIJ_v1.1_genomic.gff.gz
GCF_000001635.27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/635/GCF_000001635.27_GRCm39/GCF_000001635.27_GRCm39_genomic.gff.gz
GCA_000002165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/165/GCA_000002165.1_Mm_Celera//GCA_000002165.1_Mm_Celera_genomic.gff.gz
GCF_900095145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/145/GCF_900095145.1_PAHARI_EIJ_v1.1/GCF_900095145.1_PAHARI_EIJ_v1.1_genomic.gff.gz
GCF_036884655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/884/655/GCF_036884655.1_Cavendish_Baxijiao_AAA/GCF_036884655.1_Cavendish_Baxijiao_AAA_genomic.gff.gz
GCF_000313855.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/855/GCF_000313855.2_ASM31385v2/GCF_000313855.2_ASM31385v2_genomic.gff.gz
GCA_964270305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/305/GCA_964270305.1_MAZEB_v1//GCA_964270305.1_MAZEB_v1_genomic.gff.gz
GCA_004837865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/837/865/GCA_004837865.1_BananaB_V1//GCA_004837865.1_BananaB_V1_genomic.gff.gz
GCA_964270275.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/275/GCA_964270275.1_MABAN_v1//GCA_964270275.1_MABAN_v1_genomic.gff.gz
GCA_964270695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/695/GCA_964270695.1_MACMADH2_v1//GCA_964270695.1_MACMADH2_v1_genomic.gff.gz
GCA_964270995.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/995/GCA_964270995.1_MACMADH1_v1//GCA_964270995.1_MACMADH1_v1_genomic.gff.gz
GCA_964270295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/295/GCA_964270295.1_MTEXT_v1//GCA_964270295.1_MTEXT_v1_genomic.gff.gz
GCA_023547065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/547/065/GCA_023547065.1_ASM2354706v1//GCA_023547065.1_ASM2354706v1_genomic.gff.gz
GCF_009829155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/155/GCF_009829155.1_mMusErm1.Pri/GCF_009829155.1_mMusErm1.Pri_genomic.gff.gz
GCF_030435805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/435/805/GCF_030435805.1_mMusLut2.pri/GCF_030435805.1_mMusLut2.pri_genomic.gff.gz
GCF_022355385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/355/385/GCF_022355385.1_MUSNIG.SB6536/GCF_022355385.1_MUSNIG.SB6536_genomic.gff.gz
GCF_026914265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/914/265/GCF_026914265.1_ASM2691426v1/GCF_026914265.1_ASM2691426v1_genomic.gff.gz
GCA_026914265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/914/265/GCA_026914265.1_ASM2691426v1//GCA_026914265.1_ASM2691426v1_genomic.gff.gz
GCF_000328475.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/475/GCF_000328475.2_Umaydis521_2.0//GCF_000328475.2_Umaydis521_2.0_genomic.gff.gz
GCA_000328475.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/475/GCA_000328475.2_Umaydis521_2.0//GCA_000328475.2_Umaydis521_2.0_genomic.gff.gz
GCA_035582795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/582/795/GCA_035582795.1_USCA_MyAme_1.0//GCA_035582795.1_USCA_MyAme_1.0_genomic.gff.gz
GCF_963259705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/259/705/GCF_963259705.1_mMyoDau2.1/GCF_963259705.1_mMyoDau2.1_genomic.gff.gz
GCF_902150065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/150/065/GCF_902150065.1_fMyrMur1.1/GCF_902150065.1_fMyrMur1.1_genomic.gff.gz
GCA_029852875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/852/875/GCA_029852875.1_ASM2985287v1//GCA_029852875.1_ASM2985287v1_genomic.gff.gz
GCA_029852925.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/852/925/GCA_029852925.1_ASM2985292v1//GCA_029852925.1_ASM2985292v1_genomic.gff.gz
GCF_036588685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/588/685/GCF_036588685.1_PNRI_Mtr1.1.1.hap1/GCF_036588685.1_PNRI_Mtr1.1.1.hap1_genomic.gff.gz
GCF_040869285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/869/285/GCF_040869285.1_UKY_Mglu_1.0/GCF_040869285.1_UKY_Mglu_1.0_genomic.gff.gz
GCF_019703515.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/515/GCF_019703515.2_UBuf_Myxa_2/GCF_019703515.2_UBuf_Myxa_2_genomic.gff.gz
GCA_009733165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/733/165/GCA_009733165.1_Nana_v5//GCA_009733165.1_Nana_v5_genomic.gff.gz
GCF_010111755.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/111/755/GCF_010111755.1_ASM1011175v1//GCF_010111755.1_ASM1011175v1_genomic.gff.gz
GCF_000002545.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/545/GCF_000002545.3_ASM254v2//GCF_000002545.3_ASM254v2_genomic.gff.gz
GCA_000002545.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/545/GCA_000002545.2_ASM254v2//GCA_000002545.2_ASM254v2_genomic.gff.gz
GCA_002219185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/219/185/GCA_002219185.1_ASM221918v1//GCA_002219185.1_ASM221918v1_genomic.gff.gz
GCA_002219195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/219/195/GCA_002219195.1_ASM221919v1//GCA_002219195.1_ASM221919v1_genomic.gff.gz
GCA_010111755.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/111/755/GCA_010111755.1_ASM1011175v1//GCA_010111755.1_ASM1011175v1_genomic.gff.gz
GCA_014217725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/217/725/GCA_014217725.1_ASM1421772v1//GCA_014217725.1_ASM1421772v1_genomic.gff.gz
GCA_020450195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/450/195/GCA_020450195.1_ASM2045019v1//GCA_020450195.1_ASM2045019v1_genomic.gff.gz
GCA_020450215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/450/215/GCA_020450215.1_ASM2045021v1//GCA_020450215.1_ASM2045021v1_genomic.gff.gz
GCA_020450235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/450/235/GCA_020450235.1_ASM2045023v1//GCA_020450235.1_ASM2045023v1_genomic.gff.gz
GCA_020450265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/450/265/GCA_020450265.1_ASM2045026v1//GCA_020450265.1_ASM2045026v1_genomic.gff.gz
GCA_020797185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/797/185/GCA_020797185.1_ASM2079718v1//GCA_020797185.1_ASM2079718v1_genomic.gff.gz
GCA_020797195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/797/195/GCA_020797195.1_ASM2079719v1//GCA_020797195.1_ASM2079719v1_genomic.gff.gz
GCA_020797205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/797/205/GCA_020797205.1_ASM2079720v1//GCA_020797205.1_ASM2079720v1_genomic.gff.gz
GCA_020797215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/797/215/GCA_020797215.1_ASM2079721v1//GCA_020797215.1_ASM2079721v1_genomic.gff.gz
GCA_020797225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/797/225/GCA_020797225.1_ASM2079722v1//GCA_020797225.1_ASM2079722v1_genomic.gff.gz
GCA_020797325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/797/325/GCA_020797325.1_ASM2079732v1//GCA_020797325.1_ASM2079732v1_genomic.gff.gz
GCA_020797355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/797/355/GCA_020797355.1_ASM2079735v1//GCA_020797355.1_ASM2079735v1_genomic.gff.gz
GCA_025331885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/331/885/GCA_025331885.1_ASM2533188v1//GCA_025331885.1_ASM2533188v1_genomic.gff.gz
GCA_025331905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/331/905/GCA_025331905.1_ASM2533190v1//GCA_025331905.1_ASM2533190v1_genomic.gff.gz
GCA_041121405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/405/GCA_041121405.1_ASM4112140v1//GCA_041121405.1_ASM4112140v1_genomic.gff.gz
GCA_041121415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/415/GCA_041121415.1_ASM4112141v1//GCA_041121415.1_ASM4112141v1_genomic.gff.gz
GCA_041121425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/425/GCA_041121425.1_ASM4112142v1//GCA_041121425.1_ASM4112142v1_genomic.gff.gz
GCA_041121435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/435/GCA_041121435.1_ASM4112143v1//GCA_041121435.1_ASM4112143v1_genomic.gff.gz
GCA_041121665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/665/GCA_041121665.1_ASM4112166v1//GCA_041121665.1_ASM4112166v1_genomic.gff.gz
GCA_041121675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/675/GCA_041121675.1_ASM4112167v1//GCA_041121675.1_ASM4112167v1_genomic.gff.gz
GCA_041121685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/685/GCA_041121685.1_ASM4112168v1//GCA_041121685.1_ASM4112168v1_genomic.gff.gz
GCA_041121695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/695/GCA_041121695.1_ASM4112169v1//GCA_041121695.1_ASM4112169v1_genomic.gff.gz
GCA_041121705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/705/GCA_041121705.1_ASM4112170v1//GCA_041121705.1_ASM4112170v1_genomic.gff.gz
GCA_041121715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/121/715/GCA_041121715.1_ASM4112171v1//GCA_041121715.1_ASM4112171v1_genomic.gff.gz
